CVE_ID,Description,Published,Link,CWEs,CWE_Names,Top_Level_Categories
CVE-2020-0263,"In the Accessibility service, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154913130",2020-09-18T16:15:14.720,https://nvd.nist.gov/vuln/detail/CVE-2020-0263,N/A,N/A,Other
CVE-2020-0269,"In Android Auto Settings, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-151645626",2020-09-18T16:15:14.923,https://nvd.nist.gov/vuln/detail/CVE-2020-0269,N/A,N/A,Other
CVE-2020-0294,"In bindWallpaperComponentLocked of WallpaperManagerService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-8.0 Android-8.1 Android-9Android ID: A-154915372",2020-09-18T16:15:15.783,https://nvd.nist.gov/vuln/detail/CVE-2020-0294,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2020-0295,"In Telecom, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-155650969",2020-09-18T16:15:15.860,https://nvd.nist.gov/vuln/detail/CVE-2020-0295,N/A,N/A,Other
CVE-2020-0302,"In Settings, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-151646375",2020-09-18T16:15:16.127,https://nvd.nist.gov/vuln/detail/CVE-2020-0302,N/A,N/A,Other
CVE-2020-0304,"In Settings, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-151645695",2020-09-18T16:15:16.203,https://nvd.nist.gov/vuln/detail/CVE-2020-0304,N/A,N/A,Other
CVE-2020-0307,"In Settings, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-151645867",2020-09-18T16:15:16.267,https://nvd.nist.gov/vuln/detail/CVE-2020-0307,N/A,N/A,Other
CVE-2020-0310,"In Settings, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153356468",2020-09-18T16:15:16.407,https://nvd.nist.gov/vuln/detail/CVE-2020-0310,N/A,N/A,Other
CVE-2020-0311,"In InputManagerService, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153878642",2020-09-18T16:15:16.470,https://nvd.nist.gov/vuln/detail/CVE-2020-0311,N/A,N/A,Other
CVE-2020-0313,"In NotificationManagerService, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154917989",2020-09-18T16:15:16.547,https://nvd.nist.gov/vuln/detail/CVE-2020-0313,N/A,N/A,Other
CVE-2020-0315,"In Zen Mode, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-155642026",2020-09-18T16:15:16.597,https://nvd.nist.gov/vuln/detail/CVE-2020-0315,N/A,N/A,Other
CVE-2020-0405,"In NetworkStackNotifier, there is a possible permissions bypass due to an unsafe implicit PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-157475111",2020-09-18T16:15:17.487,https://nvd.nist.gov/vuln/detail/CVE-2020-0405,CWE-281,Improper Preservation of Permissions,Improper Access Control
CVE-2020-0398,"In updateMwi of NotificationMgr.java, there is a possible permission bypass due to a PendingIntent error. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11Android ID: A-154323381",2020-10-14T14:15:16.467,https://nvd.nist.gov/vuln/detail/CVE-2020-0398,N/A,N/A,Other
CVE-2020-0400,"In showDataRoamingNotification of NotificationMgr.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-10Android ID: A-153356561",2020-10-14T14:15:16.530,https://nvd.nist.gov/vuln/detail/CVE-2020-0400,N/A,N/A,Other
CVE-2020-0410,"In setNotification of SapServer.java, there is a possible permission bypass due to a PendingIntent error. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.0 Android-8.1 Android-9 Android-10 Android-11Android ID: A-156021269",2020-10-14T14:15:16.657,https://nvd.nist.gov/vuln/detail/CVE-2020-0410,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2020-0415,"In various locations in SystemUI, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure of contact data with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.0 Android-8.1Android ID: A-156020795",2020-10-14T14:15:16.937,https://nvd.nist.gov/vuln/detail/CVE-2020-0415,N/A,N/A,Other
CVE-2020-0422,"In constructImportFailureNotification of NotificationImportExportListener.java, there is a possible permissions bypass due to an unsafe PendingIntent. This could lead to local information disclosure of contact data with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-8.1 Android-9 Android-10 Android-11 Android-8.0Android ID: A-161718556",2020-10-14T14:15:17.233,https://nvd.nist.gov/vuln/detail/CVE-2020-0422,N/A,N/A,Other
CVE-2020-0453,"In updateNotification of BeamTransferManager.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-8.0 Android-8.1Android ID: A-159060474",2020-11-10T13:15:12.977,https://nvd.nist.gov/vuln/detail/CVE-2020-0453,N/A,N/A,Other
CVE-2020-0500,"In startInputUncheckedLocked of InputMethodManager.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154913391",2020-12-15T16:15:14.713,https://nvd.nist.gov/vuln/detail/CVE-2020-0500,N/A,N/A,Other
CVE-2020-27023,"In setErrorPlaybackState of BluetoothMediaBrowserService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-156009462",2020-12-15T16:15:14.993,https://nvd.nist.gov/vuln/detail/CVE-2020-27023,N/A,N/A,Other
CVE-2020-27025,"In EapFailureNotifier.java and SimRequiredNotifier.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-156008365",2020-12-15T16:15:15.103,https://nvd.nist.gov/vuln/detail/CVE-2020-27025,N/A,N/A,Other
CVE-2020-27034,"In createSimSelectNotification of SimSelectNotification.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153556754",2020-12-15T16:15:15.650,https://nvd.nist.gov/vuln/detail/CVE-2020-27034,N/A,N/A,Other
CVE-2020-27039,"In postNotification of ServiceRecord.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153878498",2020-12-15T17:15:13.097,https://nvd.nist.gov/vuln/detail/CVE-2020-27039,N/A,N/A,Other
CVE-2020-27041,"In showProvisioningNotification of ConnectivityService.java, there is an unsafe PendingIntent. This could lead to local information disclosure of notification data with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-154928507",2020-12-15T17:15:13.223,https://nvd.nist.gov/vuln/detail/CVE-2020-27041,N/A,N/A,Other
CVE-2021-0304,"In several functions of GlobalScreenshot.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure of the user's contacts with User execution privileges needed. User interaction is not needed for exploitation. Product: Android; Versions: Android-10, Android-8.0, Android-8.1, Android-9; Android ID: A-162738636.",2021-01-11T22:15:13.033,https://nvd.nist.gov/vuln/detail/CVE-2021-0304,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0336,"In onReceive of BluetoothPermissionRequest.java, there is a possible permissions bypass due to a mutable PendingIntent. This could lead to local escalation of privilege that bypasses a permission check, with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-9 Android-10 Android-11 Android-8.1Android ID: A-158219161",2021-02-10T17:15:21.193,https://nvd.nist.gov/vuln/detail/CVE-2021-0336,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0372,"In getMediaOutputSliceAction of RemoteMediaSlice.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-174047735",2021-03-10T16:15:15.487,https://nvd.nist.gov/vuln/detail/CVE-2021-0372,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0381,"In updateNotifications of DeviceStorageMonitorService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-153466381",2021-03-10T17:15:13.300,https://nvd.nist.gov/vuln/detail/CVE-2021-0381,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2021-25357,"A pendingIntent hijacking vulnerability in Create Movie prior to SMR APR-2021 Release 1 in Android O(8.x) and P(9.0), 3.4.81.1 in Android Q(10,0), and 3.6.80.7 in Android R(11.0) allows unprivileged applications to access contact information.",2021-04-09T18:15:14.240,https://nvd.nist.gov/vuln/detail/CVE-2021-25357,CWE-200; CWE-668,Exposure of Resource to Wrong Sphere; Exposure of Sensitive Information to an Unauthorized Actor,Improper Control of a Resource Through its Lifetime
CVE-2021-25381,"Using unsafe PendingIntent in Samsung Account in versions 10.8.0.4 in Android P(9.0) and below, and 12.1.1.3 in Android Q(10.0) and above allows local attackers to perform unauthorized action without permission via hijacking the PendingIntent.",2021-04-09T18:15:15.943,https://nvd.nist.gov/vuln/detail/CVE-2021-25381,CWE-276; CWE-285,Improper Authorization; Incorrect Default Permissions,Improper Access Control
CVE-2021-0477,"In notifyScreenshotError of ScreenshotNotificationsController.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-8.1 Android-9Android ID: A-178189250",2021-06-11T17:15:09.780,https://nvd.nist.gov/vuln/detail/CVE-2021-0477,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0570,"In sendBugreportNotification of BugreportProgressService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-178803845",2021-06-22T11:15:08.693,https://nvd.nist.gov/vuln/detail/CVE-2021-0570,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0572,"In doNotification of AccountManagerService.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-177931355",2021-06-22T11:15:08.760,https://nvd.nist.gov/vuln/detail/CVE-2021-0572,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0552,"In getEndItemSliceAction of MediaOutputSlice.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11Android ID: A-175124820",2021-06-22T12:15:09.593,https://nvd.nist.gov/vuln/detail/CVE-2021-0552,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2020-0417,"In setNiNotification of GpsNetInitiatedHandler.java, there is a possible permissions bypass due to an empty mutable PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-8.1 Android-9Android ID: A-154319182",2021-07-14T14:15:08.037,https://nvd.nist.gov/vuln/detail/CVE-2020-0417,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0692,"In sendBroadcastToInstaller of FirstScreenBroadcast.java, there is a possible activity launch due to an unsafe PendingIntent. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-9 Android-10Android ID: A-179289753",2021-10-06T15:15:15.233,https://nvd.nist.gov/vuln/detail/CVE-2021-0692,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-0932,"In showNotification of NavigationModeController.java, there is a possible confused deputy due to an unsafe PendingIntent. This could lead to local escalation of privilege that allows actions performed as the System UI with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10Android ID: A-173025705",2021-12-15T19:15:11.503,https://nvd.nist.gov/vuln/detail/CVE-2021-0932,N/A,N/A,Other
CVE-2021-0953,"In setOnClickActivityIntent of SearchWidgetProvider.java, there is a possible way to access contacts and history bookmarks without permission due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-9Android ID: A-184046278",2021-12-15T19:15:11.627,https://nvd.nist.gov/vuln/detail/CVE-2021-0953,CWE-281,Improper Preservation of Permissions,Improper Access Control
CVE-2021-39618,"In multiple methods of EuiccNotificationManager.java, there is a possible way to install existing packages without user consent due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-9Android ID: A-196855999",2022-01-14T20:15:10.667,https://nvd.nist.gov/vuln/detail/CVE-2021-39618,N/A,N/A,Other
CVE-2021-39621,"In sendLegacyVoicemailNotification of LegacyModeSmsHandler.java, there is a possible permissions bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-9Android ID: A-185126319",2022-01-14T20:15:10.753,https://nvd.nist.gov/vuln/detail/CVE-2021-39621,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-39625,"In showCarrierAppInstallationNotification of EuiccNotificationManager.java, there is a possible way to gain an access to MediaProvider content due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-9Android ID: A-194695347",2022-01-14T20:15:10.897,https://nvd.nist.gov/vuln/detail/CVE-2021-39625,N/A,N/A,Other
CVE-2021-39627,"In sendLegacyVoicemailNotification of LegacyModeSmsHandler.java, there is a possible permissions bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-9Android ID: A-185126549",2022-01-14T20:15:10.983,https://nvd.nist.gov/vuln/detail/CVE-2021-39627,CWE-732,Incorrect Permission Assignment for Critical Resource,Improper Access Control
CVE-2021-39709,"In sendSipAccountsRemovedNotification of SipAccountRegistry.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12Android ID: A-208817618",2022-03-16T15:15:11.147,https://nvd.nist.gov/vuln/detail/CVE-2021-39709,N/A,N/A,Other
CVE-2021-1000,"In createBluetoothDeviceSlice of ConnectedDevicesSliceProvider.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12LAndroid ID: A-185190688",2022-03-30T16:15:08.740,https://nvd.nist.gov/vuln/detail/CVE-2021-1000,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2021-1033,"In createGeneralSlice of ConnectedDevicesSliceProvider.java.java, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12LAndroid ID: A-185247656",2022-03-30T16:15:08.793,https://nvd.nist.gov/vuln/detail/CVE-2021-1033,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2021-39746,"In PermissionController, there is a possible way to delete some local files due to an unsafe PendingIntent. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12LAndroid ID: A-194696395",2022-03-30T16:15:09.277,https://nvd.nist.gov/vuln/detail/CVE-2021-39746,N/A,N/A,Other
CVE-2021-39748,"In InputMethodEditor, there is a possible way to access some files accessible to Settings due to an unsafe PendingIntent. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12LAndroid ID: A-203777141",2022-03-30T16:15:09.367,https://nvd.nist.gov/vuln/detail/CVE-2021-39748,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2021-39757,"In PermissionController, there is a possible permission bypass due to an unsafe PendingIntent. This could lead to local information disclosure with User execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12LAndroid ID: A-176094662",2022-03-30T16:15:09.743,https://nvd.nist.gov/vuln/detail/CVE-2021-39757,N/A,N/A,Other
CVE-2022-27837,A vulnerability using PendingIntent in Accessibility prior to version 12.5.3.2 in Android R(11.0) and 13.0.1.1 in Android S(12.0) allows attacker to access the file with system privilege.,2022-04-11T20:15:22.993,https://nvd.nist.gov/vuln/detail/CVE-2022-27837,CWE-552; CWE-94,Files or Directories Accessible to External Parties; Improper Control of Generation of Code ('Code Injection'),Improper Control of a Resource Through its Lifetime; Improper Neutralization
CVE-2023-20962,"In getSliceEndItem of MediaVolumePreferenceController.java, there is a possible way to start foreground activity from the background due to an unsafe PendingIntent. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-13Android ID: A-256590210",2023-03-24T20:15:09.963,https://nvd.nist.gov/vuln/detail/CVE-2023-20962,CWE-926,Improper Export of Android Application Components,Improper Access Control
CVE-2023-20950,"In AlarmManagerActivity of AlarmManagerActivity.java, there is a possible way to bypass background activity launch restrictions via a pendingIntent. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12LAndroid ID: A-195756028",2023-04-19T20:15:11.077,https://nvd.nist.gov/vuln/detail/CVE-2023-20950,CWE-863,Incorrect Authorization,Improper Access Control
CVE-2023-44123,"The vulnerability is the use of implicit PendingIntents with the PendingIntent.FLAG_MUTABLE set that leads to theft and/or (over-)write of arbitrary files with system privilege in the Bluetooth (""com.lge.bluetoothsetting"") app. The attacker's app, if it had access to app notifications, could intercept them and redirect them to its activity, before making it grant access permissions to content providers with the `android:grantUriPermissions=""true""` flag. ",2023-09-27T15:19:35.830,https://nvd.nist.gov/vuln/detail/CVE-2023-44123,CWE-285,Improper Authorization,Improper Access Control
CVE-2016-1940,Mozilla Firefox before 44.0 on Android allows remote attackers to spoof the address bar via a data: URL that is mishandled during (1) shortcut opening or (2) BOOKMARK intent processing.,2016-01-31T18:59:06.917,https://nvd.nist.gov/vuln/detail/CVE-2016-1940,CWE-17,N/A,Other
CVE-2017-5463,Android intents can be used to launch Firefox for Android in reader mode with a user specified URL. This allows an attacker to spoof the contents of the addressbar as displayed to users. Note: This attack only affects Firefox for Android. Other operating systems are not affected. This vulnerability affects Firefox < 53.,2018-06-11T21:29:07.140,https://nvd.nist.gov/vuln/detail/CVE-2017-5463,CWE-20,Improper Input Validation,Improper Neutralization
CVE-2020-26954,"When accepting a malicious intent from other installed apps, Firefox for Android accepted manifests from arbitrary file paths and allowed declaring webapp manifests for other origins. This could be used to gain fullscreen access for UI spoofing and could also lead to cross-origin attacks on targeted websites. *Note: This issue only affected Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 83.",2020-12-09T01:15:12.830,https://nvd.nist.gov/vuln/detail/CVE-2020-26954,N/A,N/A,Other
CVE-2021-23976,"When accepting a malicious intent from other installed apps, Firefox for Android accepted manifests from arbitrary file paths and allowed declaring webapp manifests for other origins. This could be used to gain fullscreen access for UI spoofing and could also lead to cross-origin attacks on targeted websites. Note: This issue is a different issue from CVE-2020-26954 and only affected Firefox for Android. Other operating systems are unaffected. This vulnerability affects Firefox < 86.",2021-02-26T02:15:13.463,https://nvd.nist.gov/vuln/detail/CVE-2021-23976,CWE-1021,Improper Restriction of Rendered UI Layers or Frames,Improper Control of a Resource Through its Lifetime
CVE-2021-43544,"When receiving a URL through a SEND intent, Firefox would have searched for the text, but subsequent usages of the address bar might have caused the URL to load unintentionally, which could lead to XSS and spoofing attacks. *This bug only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox < 95.",2021-12-08T22:15:09.997,https://nvd.nist.gov/vuln/detail/CVE-2021-43544,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Improper Neutralization
CVE-2023-1234,Inappropriate implementation in Intents in Google Chrome on Android prior to 111.0.5563.64 allowed a remote attacker to perform domain spoofing via a crafted HTML page. (Chromium security severity: Low),2023-03-07T22:15:10.480,https://nvd.nist.gov/vuln/detail/CVE-2023-1234,N/A,N/A,Other
CVE-2023-29731,"SoLive 1.6.14 thru 1.6.20 for Android has an exposed component that provides a method to modify the SharedPreference file. An attacker can leverage this method to inject a large amount of data into any SharedPreference file, which will be loaded into memory when the application is opened. When an attacker injects too much data, the application will trigger an OOM error and crash at startup, resulting in a persistent denial of service.",2023-05-30T20:15:10.227,https://nvd.nist.gov/vuln/detail/CVE-2023-29731,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2023-29732,"SoLive 1.6.14 thru 1.6.20 for Android exists exposed component, the component provides the method to modify the SharedPreference file. The attacker can use the method to modify the data in any SharedPreference file, these data will be loaded into the memory when the application is opened. Depending on how the data is used, this can result in various attack consequences, such as ad display exceptions.",2023-05-30T20:15:10.273,https://nvd.nist.gov/vuln/detail/CVE-2023-29732,CWE-276,Incorrect Default Permissions,Improper Access Control
CVE-2023-29727,The Call Blocker application 6.6.3 for Android allows unauthorized applications to use exposed components to delete data stored in its database that is related to user privacy settings and affects the implementation of the normal functionality of the application. An attacker can use this to cause an escalation of privilege attack.,2023-05-30T23:15:09.563,https://nvd.nist.gov/vuln/detail/CVE-2023-29727,CWE-922,Insecure Storage of Sensitive Information,Improper Control of a Resource Through its Lifetime
CVE-2023-29747,"Story Saver for Instragram - Video Downloader 1.0.6 for Android exists exposed component, the component provides the method to modify the SharedPreference file. The attacker can use the method to modify the data in any SharedPreference file, these data will be loaded into the memory when the application is opened. Depending on how the data is used, this can result in various attack consequences, such as ad display exceptions.",2023-05-31T16:15:09.573,https://nvd.nist.gov/vuln/detail/CVE-2023-29747,N/A,N/A,Other
CVE-2023-29748,"Story Saver for Instragram - Video Downloader 1.0.6 for Android has an exposed component that provides a method to modify the SharedPreference file. An attacker can leverage this method to inject a large amount of data into any SharedPreference file, which will be loaded into memory when the application is opened. When an attacker injects too much data, the application will trigger an OOM error and crash at startup, resulting in a persistent denial of service.",2023-06-01T03:15:20.500,https://nvd.nist.gov/vuln/detail/CVE-2023-29748,N/A,N/A,Other
CVE-2015-9232,"The Good for Enterprise application 3.0.0.415 for Android does not use signature protection for its Authentication Delegation API intent. Also, the Good Dynamic application activation process does not attempt to detect malicious activation attempts involving modified names beginning with a com.good.gdgma substring. Consequently, an attacker could obtain access to intranet data. This issue is only relevant in cases where the user has already downloaded a malicious Android application.",2017-09-20T22:29:00.197,https://nvd.nist.gov/vuln/detail/CVE-2015-9232,CWE-345,Insufficient Verification of Data Authenticity,Protection Mechanism Failure
CVE-2017-17553,"The Dolphin Browser for Android 12.0.2 suffers from an insecure parsing implementation of the Intent URI scheme. This vulnerability could allow attackers to abuse this implementation through a malicious Intent URI, in order to invoke private Activities within the Dolphin Browser.",2017-12-12T00:29:00.243,https://nvd.nist.gov/vuln/detail/CVE-2017-17553,N/A,N/A,Other
CVE-2019-1677,"A vulnerability in Cisco Webex Meetings for Android could allow an unauthenticated, local attacker to perform a cross-site scripting attack against the application. The vulnerability is due to insufficient validation of the application input parameters. An attacker could exploit this vulnerability by sending a malicious request to the Webex Meetings application through an intent. A successful exploit could allow the attacker to execute script code in the context of the Webex Meetings application. Versions prior to 11.7.0.236 are affected.",2019-02-07T19:29:00.223,https://nvd.nist.gov/vuln/detail/CVE-2019-1677,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Improper Neutralization
CVE-2020-6828,A malicious Android application could craft an Intent that would have been processed by Firefox for Android and potentially result in a file overwrite in the user's profile directory. One exploitation vector for this would be to supply a user.js file providing arbitrary malicious preference values. Control of arbitrary preferences can lead to sufficient compromise such that it is generally equivalent to arbitrary code execution.<br> *Note: This issue only affects Firefox for Android. Other operating systems are unaffected.*. This vulnerability affects Firefox ESR < 68.7.,2020-04-24T16:15:13.900,https://nvd.nist.gov/vuln/detail/CVE-2020-6828,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Improper Control of a Resource Through its Lifetime
CVE-2021-30580,Insufficient policy enforcement in Android intents in Google Chrome prior to 92.0.4515.107 allowed an attacker who convinced a user to install a malicious application to obtain potentially sensitive information via a crafted HTML page.,2021-08-03T20:15:09.093,https://nvd.nist.gov/vuln/detail/CVE-2021-30580,N/A,N/A,Other
CVE-2021-38000,Insufficient validation of untrusted input in Intents in Google Chrome on Android prior to 95.0.4638.69 allowed a remote attacker to arbitrarily browser to a malicious URL via a crafted HTML page.,2021-11-23T22:15:07.807,https://nvd.nist.gov/vuln/detail/CVE-2021-38000,CWE-20; CWE-601,Improper Input Validation; URL Redirection to Untrusted Site ('Open Redirect'),Improper Control of a Resource Through its Lifetime; Improper Neutralization
CVE-2022-1130,Insufficient validation of trust input in WebOTP in Google Chrome on Android prior to 100.0.4896.60 allowed a remote attacker to send arbitrary intents from any app via a malicious app.,2022-07-23T00:15:08.623,https://nvd.nist.gov/vuln/detail/CVE-2022-1130,CWE-476,NULL Pointer Dereference,Improper Adherence to Coding Standards
CVE-2022-2856,Insufficient validation of untrusted input in Intents in Google Chrome on Android prior to 104.0.5112.101 allowed a remote attacker to arbitrarily browse to a malicious website via a crafted HTML page.,2022-09-26T16:15:11.207,https://nvd.nist.gov/vuln/detail/CVE-2022-2856,CWE-20,Improper Input Validation,Improper Neutralization
